,Project ID,Status,Line Items (Top-Level Only),Quantity
340,130065216,Contract Signed,Mismatched Gatsby Coupes,190
340,130065216,Contract Signed,Maintenance Fee,1
340,130065216,Contract Signed,Floor Easels,2
340,130065216,Contract Signed,Carry In/Carry Out Service Fee,2
340,130065216,Contract Signed,Missing Item Fee,1
341,177031676,Lost,Greyjoy Candelabras,1
341,177031676,Lost,Silver Candlesticks,30
341,177031676,Lost,Medium Glass Candlesticks,30
341,177031676,Lost,Small Glass Candlesticks,20
341,177031676,Lost,Maintenance Fee,1
342,134396838,Lost,Thea Triangle Arch,1
342,134396838,Lost,Kingston Sweetheart Farmtable,1
342,134396838,Lost,Vineyard Chair,3
342,134396838,Lost,Milk Glass Vases,10
342,134396838,Lost,White Lanterns,9
342,134396838,Lost,Minette Jars,15
342,134396838,Lost,Savannah Rug,1
342,134396838,Lost,Maintenance Fee,1
343,135931782,Lost,Rosario Chair,1
343,135931782,Lost,Meg Rug,1
343,135931782,Lost,Suja Rug,1
343,135931782,Lost,Gold Paisley Chargers,175
343,135931782,Lost,Minette Jars,5
343,135931782,Lost,Maintenance Fee,1
344,157491948,Lost,Kingston Farmtable,3
344,157491948,Lost,Maintenance Fee,1
345,164037855,Lost,Avalon Sofa,1
345,164037855,Lost,Natalia Sofa,1
345,164037855,Lost,Amari Sofa,1
345,164037855,Lost,Citrine Sofa,1
345,164037855,Lost,Divani Settee,1
345,164037855,Lost,NORA CHAIR,2
345,164037855,Lost,Sherpa Chair,2
345,164037855,Lost,Collette Chair,2
345,164037855,Lost,Rosario Chair,1
345,164037855,Lost,Isla Chair,1
345,164037855,Lost,Dahlia Chair,1
345,164037855,Lost,Mirabel Chair,1
345,164037855,Lost,Maintenance Fee,1
346,135940156,Lost,Vintage Barrels,6
346,135940156,Lost,Maintenance Fee,1
347,138832642,Lost,Louis French Chair,150
347,138832642,Lost,Vineyard Chair,50
347,138832642,Lost,Nasrina Double Peacock Throne Chair,1
348,133938820,Contract Signed,Vineyard Chair,150
348,133938820,Contract Signed,Maintenance Fee,1
348,133938820,Contract Signed,Carry In/Carry Out Service Fee,2
348,133938820,Contract Signed,Broken/Replacement Item,1
349,156045815,Lost,Genevieve Geometric Arch,1
349,156045815,Lost,Maintenance Fee,1
350,127256432,Contract Signed,Annabelle Wagon,1
350,127256432,Contract Signed,Amber Mismatched Goblets,45
350,127256432,Contract Signed,Olive Mismatched Goblets,45
350,127256432,Contract Signed,Mason Drink Dispenser,2
350,127256432,Contract Signed,Maintenance Fee,1
350,127256432,Contract Signed,Credit Card Processing Fee,1
351,162983872,Contract Signed,Peach Goblets,40
351,162983872,Contract Signed,Yellow Mismatched Goblets,40
351,162983872,Contract Signed,Maintenance Fee,1
352,184475032,Contract Signed,Ghost Chair,100
353,162901173,Contract Signed,Honeycomb Backdrop,1
353,162901173,Contract Signed,Harris Settee,1
353,162901173,Contract Signed,Orbi Settee,1
353,162901173,Contract Signed,Domingo Chair,1
353,162901173,Contract Signed,Peacock Chairs,1
353,162901173,Contract Signed,Maja Console Table,1
353,162901173,Contract Signed,Bobbi Console Table,1
353,162901173,Contract Signed,Suja Rug,1
353,162901173,Contract Signed,Maintenance Fee,1
354,185091415,Lost,Kismet Rug,1
354,185091415,Lost,Zadora Music Stand,1
354,185091415,Lost,Maintenance Fee,1
354,185091415,Lost,Crista Runner,2
355,127633510,Contract Signed,Gardenia Arch,1
355,127633510,Contract Signed,Victoria Candelabras,1
355,127633510,Contract Signed,Maintenance Fee,1
355,127633510,Contract Signed,Credit Card Processing Fee,1
356,144514361,Contract Signed,Louis French Chair,150
356,144514361,Contract Signed,Broken Louis Chairs,2
356,144514361,Contract Signed,Soiled Louis Chair Cushion,1
356,144514361,Contract Signed,Shipping / Tax,1
357,132567136,Contract Signed,Genevieve Geometric Arch,1
357,132567136,Contract Signed,Maintenance Fee,1
358,127914438,Lost,Kingston Farmtable,2
358,127914438,Lost,Kingston Sweetheart Farmtable,1
358,127914438,Lost,Noema Settee,1
358,127914438,Lost,Ghost Chair,16
358,127914438,Lost,Large Brass Candlesticks,6
358,127914438,Lost,Medium Brass Candlesticks,6
358,127914438,Lost,Small Brass Candlesticks,6
358,127914438,Lost,Maintenance Fee,1
359,183402418,Lost,Tandem Bicycle,1
359,183402418,Lost,Santa Fe Suitcase,1
359,183402418,Lost,Gus Chalkboard,3
359,183402418,Lost,Tiwa Square Tiered Stand,1
359,183402418,Lost,Serge Card Clips,12
360,163465895,Lost,Gabrielle Dresser,1
360,163465895,Lost,Johanssen Sofa,1
360,163465895,Lost,Citrine Sofa,1
360,163465895,Lost,Harlow Chair,1
360,163465895,Lost,Marcel Chair,1
360,163465895,Lost,Hestia Mantle,1
360,163465895,Lost,Dubly Tub,1
360,163465895,Lost,Natchez Trunk,1
360,163465895,Lost,Waverley Trunk,1
360,163465895,Lost,Lauren Rug,1
360,163465895,Lost,Clear Cylinder Votive Holders,10
360,163465895,Lost,Santa Fe Suitcase,1
360,163465895,Lost,Maintenance Fee,1
361,127262784,Contract Signed,Nasrina Double Peacock Throne Chair,1
361,127262784,Contract Signed,Maintenance Fee,1
362,127264106,Contract Signed,Kingston Farmtable,12
362,127264106,Contract Signed,Kingston Sweetheart Farmtable,1
362,127264106,Contract Signed,Maintenance Fee,1
362,127264106,Contract Signed,Credit Card Processing Fee,1
362,127264106,Contract Signed,Setup/Teardown Service Fee,2
363,139401907,Contract Signed,Church Pews,16
363,139401907,Contract Signed,Maintenance Fee,1
364,139413319,Contract Signed,Daniela Peacock Chair Set,1
364,139413319,Contract Signed,Maintenance Fee,1
365,146631279,Contract Signed,Hypnos Sofa,1
365,146631279,Contract Signed,Tarot Sofa,1
365,146631279,Contract Signed,Mitzi Chair,1
365,146631279,Contract Signed,Mina Chair,1
365,146631279,Contract Signed,Percy Side Table,1
365,146631279,Contract Signed,Victoria Candelabras,1
365,146631279,Contract Signed,Octavius Candelabras,2
365,146631279,Contract Signed,Xavier Candlesticks,2
365,146631279,Contract Signed,Odessey Rug,1
365,146631279,Contract Signed,Valby Rug,1
365,146631279,Contract Signed,Ave Rug,1
365,146631279,Contract Signed,Silver Teapots,3
365,146631279,Contract Signed,Silver Pitchers,3
365,146631279,Contract Signed,Silver Champagne Buckets,1
365,146631279,Contract Signed,Gold Votives,24
365,146631279,Contract Signed,Silver Votives,24
365,146631279,Contract Signed,Gold Paisley Chargers,6
365,146631279,Contract Signed,Marguerite Plates,6
365,146631279,Contract Signed,Clear Mismatched Goblets,6
365,146631279,Contract Signed,Maintenance Fee,1
365,146631279,Contract Signed,7% Tax,1
365,146631279,Contract Signed,Carry In/Carry Out Service Fee,2
366,142565156,Contract Signed,Amber Mismatched Goblets,38
366,142565156,Contract Signed,Purple Goblets,37
366,142565156,Contract Signed,Pink Mismatched Goblets,37
366,142565156,Contract Signed,Olive Mismatched Goblets,38
367,160138023,Contract Signed,Ceil Chair,16
367,160138023,Contract Signed,Meg Rug,1
367,160138023,Contract Signed,Malina Chalkboard,1
367,160138023,Contract Signed,Floor Easels,1
367,160138023,Contract Signed,Minette Jars,4
367,160138023,Contract Signed,Maintenance Fee,1
368,168639248,Lost,Harris Settee,1
368,168639248,Lost,Kingston Sweetheart Farmtable,1
368,168639248,Lost,Maintenance Fee,1
368,168639248,Lost,After Hours Fee,1
369,154729985,Lost,Vineyard Chair,145
369,154729985,Lost,Maintenance Fee,1
369,154729985,Lost,Carry In/Carry Out Service Fee,2
369,154729985,Lost,Setup/Teardown Service Fee,2
370,133027481,Lost,Vineyard Chair,200
370,133027481,Lost,Maintenance Fee,1
370,133027481,Lost,Carry In/Carry Out Service Fee,2
371,183631081,Lost,Pablo Barrel Bar,1
371,183631081,Lost,Vintage Barrels,2
371,183631081,Lost,Maintenance Fee,1
372,178544409,Contract Signed,Amor Sign,1
372,178544409,Contract Signed,Wood Slices,15
372,178544409,Contract Signed,Clear Cylinder Votive Holders,9
372,178544409,Contract Signed,Thelma Cake Plate,3
372,178544409,Contract Signed,Dora Cake Stands,2
372,178544409,Contract Signed,Maintenance Fee,1
373,186154460,Lost,Honeycomb Backdrop,1
374,134411409,Lost,Unspecified goblets,10
374,134411409,Lost,Medium Brass Candlesticks,18
374,134411409,Lost,Maintenance Fee,1
375,157548788,Lost,Charlene Backdrop,1
375,157548788,Lost,Vintage Barrels,1
375,157548788,Lost,Dubly Tub,1
375,157548788,Lost,Max Beverage Tub,1
375,157548788,Lost,Cranston Stairs,1
375,157548788,Lost,Maintenance Fee,1
376,130341343,Contract Signed,Duchess Settee,1
376,130341343,Contract Signed,Phoebe Backdrop,1
376,130341343,Contract Signed,Giselle Nesting Tables,1
376,130341343,Contract Signed,Vanderbilt Candelabras,2
376,130341343,Contract Signed,Ida Gold Mirror Trays,2
376,130341343,Contract Signed,Empress Cake Plate,1
376,130341343,Contract Signed,Fillippa Cake Stands,2
376,130341343,Contract Signed,Terina Cake Stands,2
376,130341343,Contract Signed,Baris Tray,1
376,130341343,Contract Signed,Maintenance Fee,1
376,130341343,Contract Signed,Carry In/Carry Out Service Fee,2
377,127261921,Contract Signed,Kingston Farmtable,4
377,127261921,Contract Signed,Kingston Sweetheart Farmtable,1
377,127261921,Contract Signed,Bernardo Dish,100
377,127261921,Contract Signed,Maintenance Fee,1
378,174101988,Lost,Dauphine Chair,1
378,174101988,Lost,Saks Table,1
378,174101988,Lost,Blush Pink Goblets,20
378,174101988,Lost,Vintage Mismatched China,20
378,174101988,Lost,Maintenance Fee,1
379,168181794,Lost,Tia Settee,1
379,168181794,Lost,Maintenance Fee,1
380,134248373,Lost,Honeycomb Backdrop,1
380,134248373,Lost,Vonnegut Sofa,1
380,134248373,Lost,Natalia Sofa,1
380,134248373,Lost,Divani Settee,1
380,134248373,Lost,Noema Settee,1
380,134248373,Lost,Daniela Peacock Chair Set,1
380,134248373,Lost,Peacock Chairs,1
380,134248373,Lost,Domingo Chair,1
380,134248373,Lost,Dahlia Chair,1
380,134248373,Lost,Luce Chair,1
380,134248373,Lost,Stevie Side Table,1
380,134248373,Lost,Aston Side Table,1
380,134248373,Lost,Meg Rug,1
380,134248373,Lost,Savannah Rug,1
380,134248373,Lost,Suja Rug,1
380,134248373,Lost,Arianna Rug,1
380,134248373,Lost,Crista Runner,1
380,134248373,Lost,Maintenance Fee,1
380,134248373,Lost,Carry In/Carry Out Service Fee,2
380,134248373,Lost,Setup/Teardown Service Fee,2
381,135926067,Lost,Kingston Sweetheart Farmtable,1
381,135926067,Lost,Valby Rug,1
381,135926067,Lost,Amber Mismatched Goblets,35
381,135926067,Lost,Olive Mismatched Goblets,35
381,135926067,Lost,Medium Brass Candlesticks,10
381,135926067,Lost,Small Brass Candlesticks,10
381,135926067,Lost,Maintenance Fee,1
382,140456018,Lost,Natalia Sofa,1
382,140456018,Lost,Dubly Tub,1
383,131196669,Lost,Emmaline Cart,1
383,131196669,Lost,Maintenance Fee,1
384,134808433,Lost,Natalia Sofa,1
384,134808433,Lost,Dubly Tub,1
384,134808433,Lost,Maintenance Fee,1
385,135296907,Contract Signed,Vineyard Chair,101
385,135296907,Contract Signed,Maren Doors,1
385,135296907,Contract Signed,Florencia Bar,1
385,135296907,Contract Signed,Divani Settee,1
385,135296907,Contract Signed,Maintenance Fee,1
385,135296907,Contract Signed,Carry In/Carry Out Service Fee,2
385,135296907,Contract Signed,Setup/Teardown Service Fee,2
386,127640404,Contract Signed,Kingston Farmtable,1
386,127640404,Contract Signed,Kingston Sweetheart Farmtable,1
386,127640404,Contract Signed,Lamere Settee,1
386,127640404,Contract Signed,Cambrio Mantle,1
386,127640404,Contract Signed,Mayberry Desk,1
386,127640404,Contract Signed,Helena Chair,2
386,127640404,Contract Signed,Louis French Chair,2
386,127640404,Contract Signed,Percy Side Table,1
386,127640404,Contract Signed,Pip Side Table,1
386,127640404,Contract Signed,Purple Goblets,110
386,127640404,Contract Signed,Terina Cake Stands,1
386,127640404,Contract Signed,Bella Cake Server,1
386,127640404,Contract Signed,Maintenance Fee,1
386,127640404,Contract Signed,Setup/Teardown Service Fee,2
386,127640404,Contract Signed,After Hours Fee,1
386,127640404,Contract Signed,Credit Card Processing Fee,1
387,188505523,Lost,Byzantina Settee,1
387,188505523,Lost,Maintenance Fee,1
387,188505523,Lost,Rush Order Fee,1
388,127437669,Contract Signed,Jadis Doors,1
388,127437669,Contract Signed,Kingston Sweetheart Farmtable,1
388,127437669,Contract Signed,Large Brass Candlesticks,14
388,127437669,Contract Signed,Medium Brass Candlesticks,14
388,127437669,Contract Signed,Small Brass Candlesticks,7
388,127437669,Contract Signed,Maintenance Fee,1
388,127437669,Contract Signed,Carry In/Carry Out Service Fee,2
389,150853130,Lost,Annabelle Wagon,1
389,150853130,Lost,Ross Chalkboard,1
389,150853130,Lost,Maintenance Fee,1
390,164001537,Lost,Erika Settee,1
390,164001537,Lost,Maintenance Fee,1
391,178593785,Contract Signed,Norma Backdrop,1
391,178593785,Contract Signed,Kingston Farmtable,12
391,178593785,Contract Signed,Vineyard Chair,75
391,178593785,Contract Signed,Mayberry Desk,1
391,178593785,Contract Signed,Vonnegut Sofa,1
391,178593785,Contract Signed,Johanssen Sofa,1
391,178593785,Contract Signed,Marcel Chair,2
391,178593785,Contract Signed,Quincy Coffee Table,1
391,178593785,Contract Signed,Maintenance Fee,1
391,178593785,Contract Signed,Setup/Teardown Service Fee,2
392,189327394,Lost,Kingston Farm Table,4
392,189327394,Lost,Kingston Sweetheart Farm Table,1
392,189327394,Lost,Maintenance Fee,2
393,178568601,Contract Signed,Noema Settee,1
393,178568601,Contract Signed,Maintenance Fee,1
393,178568601,Contract Signed,North Star Sofa,1
393,178568601,Contract Signed,Vermeer Sofa,1
393,178568601,Contract Signed,Sylvette Chair,2
393,178568601,Contract Signed,Gia Coffee Table,1
393,178568601,Contract Signed,Maintenance Fee,1
394,180554830,Contract Signed,Mara Rug,1
394,180554830,Contract Signed,Savannah Rug,1
394,180554830,Contract Signed,Gold Votives,100
394,180554830,Contract Signed,Maintenance Fee,1
395,132612742,Contract Signed,Odessey Rug,1
395,132612742,Contract Signed,Valby Rug,1
395,132612742,Contract Signed,Ave Rug,1
395,132612742,Contract Signed,Suja Rug,1
395,132612742,Contract Signed,Arianna Rug,1
395,132612742,Contract Signed,Yvonne Mirror,1
395,132612742,Contract Signed,Amelia Mirror,1
395,132612742,Contract Signed,Floor Easels,3
395,132612742,Contract Signed,Vintage Books,35
395,132612742,Contract Signed,3 pronged candelabras,1
395,132612742,Contract Signed,Large Brass Candlesticks,6
395,132612742,Contract Signed,Medium Brass Candlesticks,6
395,132612742,Contract Signed,Small Brass Candlesticks,6
395,132612742,Contract Signed,Celine Plates,22
395,132612742,Contract Signed,Vintage Gold Flatware,22
395,132612742,Contract Signed,Cherie Cake Server,1
395,132612742,Contract Signed,Ona Knife,1
395,132612742,Contract Signed,Maintenance Fee,1
396,186366924,Lost,Keith Chair,2
396,186366924,Lost,Knoll Chair,2
396,186366924,Lost,Eames Coffee Table,1
396,186366924,Lost,Carry In/Carry Out Service Fee,2
396,186366924,Lost,Carry In/Carry Out Service Fee,2
396,186366924,Lost,Maintenance Fee,1
397,181570021,Lost,Mitzi Chair,1
397,181570021,Lost,Mina Chair,1
398,173066491,Lost,Daniela Peacock Chairs - Set of 2,1
398,173066491,Lost,Stevie Side Table,1
398,173066491,Lost,Danube Rug,1
398,173066491,Lost,Maintenance Fee,1
398,173066491,Lost,Rush Order Fee,1
399,158674488,Lost,Artemisia Doors,1
399,158674488,Lost,Maintenance Fee,1
399,158674488,Lost,Setup/Teardown Service Fee,2
400,175979142,Contract Signed,Gardenia Arch,1
400,175979142,Contract Signed,Lexie Sofa,1
400,175979142,Contract Signed,Kismet Rug,1
400,175979142,Contract Signed,Large Brass Candlesticks,15
400,175979142,Contract Signed,Medium Brass Candlesticks,15
400,175979142,Contract Signed,Small Brass Candlesticks,15
400,175979142,Contract Signed,Cassidy Lanterns,5
400,175979142,Contract Signed,Vintage Books,30
400,175979142,Contract Signed,Maintenance Fee,1
400,175979142,Contract Signed,Item Cleaning Fee,30
401,135932543,Contract Signed,Emmit Hairpin Table,1
401,135932543,Contract Signed,Vineyard Chair,200
401,135932543,Contract Signed,Nasrina Double Peacock Throne Chair,1
401,135932543,Contract Signed,Peacock Chairs,2
401,135932543,Contract Signed,Maintenance Fee,1
401,135932543,Contract Signed,Broken/Replacement Item,1
402,142562689,Lost,Emmit Hairpin Table,3
402,142562689,Lost,Vineyard Chair,200
402,142562689,Lost,Daniela Peacock Chair Set,1
403,180214597,Contract Signed,Honeycomb Backdrop,1
403,180214597,Contract Signed,Kingston Farm Table,6
403,180214597,Contract Signed,Kingston Sweetheart Farm Table,1
403,180214597,Contract Signed,Pearl Settee,1
403,180214597,Contract Signed,Maintenance Fee,1
403,180214597,Contract Signed,Carry In/Carry Out Service Fee,2
404,126922248,Contract Signed,Kingston Farmtable,10
404,126922248,Contract Signed,Kingston Sweetheart Farmtable,1
404,126922248,Contract Signed,Stitch Display Shelf,1
404,126922248,Contract Signed,Rosemary Desk,1
404,126922248,Contract Signed,Phoebe Backdrop,1
404,126922248,Contract Signed,Peacock Chairs,2
404,126922248,Contract Signed,Crista Runner,1
404,126922248,Contract Signed,Amber Vintage Pitchers,5
404,126922248,Contract Signed,Vintage Olive Pitchers,5
404,126922248,Contract Signed,Vintage Teacups,100
404,126922248,Contract Signed,Olive Mismatched Goblets,67
404,126922248,Contract Signed,Amber Mismatched Goblets,67
404,126922248,Contract Signed,Peach Goblets,66
404,126922248,Contract Signed,Maintenance Fee,1
404,126922248,Contract Signed,Setup/Teardown Service Fee,2
405,186159599,Lost,Jasper Chair,2
405,186159599,Lost,Clement Chair,2
405,186159599,Lost,Gina Chair,1
405,186159599,Lost,Maintenance Fee,1
406,185601733,Lost,Adiago Coffee Table,1
406,185601733,Lost,Allura Coffee Table,1
406,185601733,Lost,Bobbi Console Table,1
406,185601733,Lost,Gables Settee,6
406,185601733,Lost,Marcel Chair,2
406,185601733,Lost,Vendor Cart,2
406,185601733,Lost,Navana Chair,2
